pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
WASP-8 c,WASP-8,2,2,4323.0,5.28,9.45,1.04,2014-05-14
WASP-84 c,WASP-84,1,2,1.4468849,0.02359,0.048,0.85,2023-07-10
WASP-94 B b,WASP-94 B,2,2,2.00839,0.0335,0.618,1.24,2014-10-03
WISE J033605.05-014350.4 b,WISE J033605.05-014350.4,1,1,2560.0,0.97,8.25,0.01,2023-05-03
WTS-1 b,WTS-1,1,1,3.352057,0.047,4.01,1.2,2014-05-14
Wolf 1061 b,Wolf 1061,1,3,4.8876,0.035509,0.00428,0.25,2017-03-29
Wolf 1061 c,Wolf 1061,1,3,17.8719,0.089,0.01073,0.29,2017-03-29
Wolf 1061 d,Wolf 1061,1,3,217.21,0.47,0.02423,0.29,2017-03-29
Wolf 1069 b,Wolf 1069,1,1,15.564,0.0672,0.00396,0.17,2023-02-25
Wolf 327 b,Wolf 327,1,1,0.5734745,0.01,0.00796,0.41,2024-02-05
Wolf 503 b,Wolf 503,1,1,6.00127,0.05712,0.01973,0.69,2023-04-17
XO-2 S b,XO-2 S,2,3,18.157,0.13,0.26,0.98,2018-09-04
XO-2 S c,XO-2 S,2,3,120.8,0.4756,1.37,0.98,2014-07-09
YZ Cet b,YZ Cet,1,3,2.02087,0.01634,0.0022,0.14,2022-02-15
YZ Cet c,YZ Cet,1,3,3.05989,0.02156,0.00359,0.14,2022-02-15
YZ Cet d,YZ Cet,1,3,4.65626,0.02851,0.00343,0.14,2022-02-15
alf Ari b,alf Ari,1,1,380.8,1.2,1.8,1.5,2019-01-28
alf Tau b,alf Tau,2,1,628.96,1.46,6.47,1.13,2015-06-04
b Cen AB b,b Cen A,2,1,1790000.0,556.0,10.9,5.5,2022-01-24
bet Cnc b,bet Cnc,2,1,605.2,1.7,7.8,1.7,2014-05-14
bet Pic b,bet Pic,1,2,8617.50952,10.018,11.729,1.79,2023-06-12
bet Pic c,bet Pic,1,2,1192.77951,2.68,10.139,1.79,2023-06-12
bet UMi b,bet UMi,1,1,522.3,1.4,6.1,1.4,2014-05-14
eps CrB b,eps CrB,1,1,417.9,1.3,6.7,1.7,2015-09-08
eps Eri b,eps Eri,1,1,2671.0,3.53,0.66,0.82,2022-07-18
eps Ind A b,eps Ind A,3,1,16510.0,11.55,3.25,0.75,2019-10-18
eps Tau b,eps Tau,1,1,585.82,1.878,7.19,2.57,2023-09-19
gam Lib b,gam Lib,1,2,414.88,1.319,1.126,1.78,2023-09-19
gam Lib c,gam Lib,1,2,966.49,2.318,5.231,1.78,2023-09-19
gam Psc b,gam Psc,1,1,555.1,1.32,1.34,0.99,2022-01-10
gam1 Leo b,gam1 Leo,2,1,428.5,1.19,8.78,1.23,2019-01-28
iot Dra b,iot Dra,1,2,536.0,1.3,8.9,1.05,2022-12-17
iot Dra c,iot Dra,1,2,25000.0,19.4,15.6,1.54,2022-05-03
kap CrB b,kap CrB,1,1,1253.68,2.5,1.522,1.33,2023-09-19
mu Leo b,mu Leo,1,1,357.8,1.1,2.4,1.5,2014-05-14
nu Oct A b,nu Oct A,2,1,417.0,1.25,2.4,1.61,2023-01-18
nu Oph b,nu Oph,1,2,529.93,1.765,21.548,2.61,2023-09-19
nu Oph c,nu Oph,1,2,3180.6,5.829,23.693,2.61,2023-09-19
ome Ser b,ome Ser,2,1,278.59,0.838,0.736,1.01,2023-09-19
omi CrB b,omi CrB,1,1,187.01,0.699,1.12,1.3,2023-09-19
omi UMa b,omi UMa,2,1,1569.81,3.691,3.651,2.72,2023-09-19
psi1 Dra B b,psi1 Dra B,3,1,3117.0,4.43,1.53,1.19,2015-12-16
rho CrB b,rho CrB,1,4,39.8438,0.2245,1.093,0.95,2023-07-11
rho CrB c,rho CrB,1,4,102.19,0.4206,0.08873,0.95,2023-07-11
rho CrB d,rho CrB,1,4,282.2,0.827,0.06796,0.95,2023-07-11
rho CrB e,rho CrB,1,4,12.949,0.1061,0.01192,0.95,2023-07-11
tau Boo b,tau Boo,2,1,3.3124534,0.04869,4.3,1.4,2022-05-09
tau Cet e,tau Cet,1,4,162.87,0.538,0.01237,0.78,2017-08-14
tau Cet f,tau Cet,1,4,636.13,1.334,0.01237,0.78,2017-08-14
tau Cet g,tau Cet,1,4,20.0,0.133,0.00551,0.78,2017-08-14
tau Cet h,tau Cet,1,4,49.41,0.243,0.00576,0.78,2017-08-14
ups And b,ups And,2,3,4.617122,0.05914,0.675,1.29,2022-05-09
ups And c,ups And,2,3,241.223,0.8265,1.965,1.29,2021-09-20
ups And d,ups And,2,3,1282.41,2.517,4.1,1.29,2021-09-20
ups Leo b,ups Leo,1,1,385.2,1.18,0.51,1.48,2022-01-10
xi Aql b,xi Aql,1,1,136.97,0.625,1.941,1.74,2023-09-19
