pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_mass,rowupdate
"Kepler-713 b","Kepler-713",1,1,7.41114851,,,1.05,"2016-07-26"
"Kepler-605 b","Kepler-605",1,2,3.38353535,,,0.95,"2016-07-26"
"Kepler-170 c","Kepler-170",1,2,16.66591630,,,0.96,"2016-07-26"
"Kepler-79 b","Kepler-79",1,4,13.48452939,,,1.24,"2016-07-26"
"Kepler-528 b","Kepler-528",1,1,19.78303440,,,0.99,"2016-07-26"
"Kepler-533 b","Kepler-533",1,1,28.51117196,,,0.73,"2016-07-26"
"Kepler-808 b","Kepler-808",1,1,0.63133235,,,0.76,"2016-05-06"
"Kepler-31 c","Kepler-31",1,3,42.63416177,,,1.08,"2016-05-06"
"Kepler-1370 b","Kepler-1370",1,2,20.26416840,,,1.19,"2016-05-06"
"Kepler-124 d","Kepler-124",1,3,30.95076080,,,0.73,"2016-05-06"
"Kepler-398 c","Kepler-398",1,3,11.41945387,,,0.72,"2016-05-06"
"Kepler-445 b","Kepler-445",1,3,2.98415347,,,0.43,"2016-05-06"
"Kepler-1535 b","Kepler-1535",1,1,138.94420000,,,1.08,"2016-05-06"
"Kepler-1537 b","Kepler-1537",1,1,1.44445380,,,0.81,"2016-05-06"
"Kepler-365 c","Kepler-365",1,2,17.78355980,,,1.02,"2016-05-06"
"Kepler-460 c","KIC 5437945",1,2,220.13033570,,,1.17,"2016-05-06"
"Kepler-1509 b","Kepler-1509",1,1,25.43381970,,,1.00,"2016-05-06"
"Kepler-1512 b","Kepler-1512",1,1,20.35972599,,,0.73,"2016-05-06"
"Kepler-320 c","Kepler-320",1,2,17.93465630,,,1.33,"2016-05-06"
"Kepler-328 b","Kepler-328",1,2,34.91765920,,,1.24,"2016-05-06"
"Kepler-1516 b","Kepler-1516",1,1,7.25931979,,,1.04,"2016-05-06"
"Kepler-1388 d","Kepler-1388",1,4,20.95681580,,,0.63,"2016-05-06"
"Kepler-452 b","Kepler-452",1,1,384.84302200,,,1.03,"2016-05-06"
"HD 221585 b","HD 221585",1,1,1173.00000000,2.306000,1.61000,1.19,"2016-05-18"
"HD 20782 b","HD 20782",2,5,597.06500000,1.397000,1.43000,1.02,"2019-02-05"
"Kepler-167 c","Kepler-167",2,4,7.40611400,0.068400,,0.77,"2016-03-09"
"Kepler-167 c","Kepler-167",2,4,7.40609700,0.068000,,,"2016-03-09"
"Kepler-1133 b","Kepler-1133",1,1,11.55558875,,,0.93,"2016-07-26"
"Kepler-167 c","Kepler-167",2,4,,,,,"2018-09-04"
"Kepler-167 e","Kepler-167",2,4,1071.23228000,1.890000,,0.77,"2016-03-09"
"Kepler-167 e","Kepler-167",2,4,,,,,"2018-09-04"
"Kepler-167 e","Kepler-167",2,4,1071.23308000,,,0.78,"2019-06-24"
"Kepler-902 b","Kepler-902",1,1,40.10982208,,,0.99,"2016-07-26"
"Kepler-775 b","Kepler-775",1,1,0.97487027,,,0.93,"2016-07-26"
"Kepler-348 b","Kepler-348",1,2,7.05676864,,,1.33,"2016-07-26"
"Kepler-449 c","Kepler-449",1,2,33.67249795,,,,"2016-07-26"
"Kepler-965 b","Kepler-965",1,1,134.25221540,,,1.12,"2016-07-26"
"Kepler-988 b","Kepler-988",1,1,17.76076016,,,0.62,"2016-07-26"
"Kepler-1241 b","Kepler-1241",1,1,18.55256483,,,0.89,"2016-07-26"
"Kepler-1378 b","Kepler-1378",1,1,11.95397791,,,0.67,"2016-07-26"
"Kepler-123 c","Kepler-123",1,2,26.69527592,,,1.25,"2016-07-26"
"Kepler-401 c","Kepler-401",1,3,47.31848024,,,1.16,"2016-07-26"
"Kepler-243 c","Kepler-243",1,2,20.02618595,,,0.83,"2016-07-26"
"Kepler-1389 b","Kepler-1389",1,1,99.25266792,,,0.80,"2016-07-26"
"Kepler-443 b","Kepler-443",1,1,177.67412892,,,0.75,"2016-07-26"
"Kepler-250 d","Kepler-250",1,3,17.64816096,,,0.83,"2016-07-26"
"Kepler-1411 b","Kepler-1411",1,1,86.11573945,,,1.03,"2016-07-26"
"Kepler-172 d","Kepler-172",1,4,14.62677024,,,0.95,"2016-07-26"
"Kepler-405 c","Kepler-405",1,2,29.72728015,,,0.95,"2016-07-26"
"Kepler-267 d","Kepler-267",1,3,28.46459193,,,0.54,"2016-07-26"
"Kepler-167 e","Kepler-167",2,4,341.00000000,0.854000,,0.71,"2013-10-28"
"Kepler-167 e","Kepler-167",2,4,1071.23193460,1.881000,,0.77,"2014-11-18"
"Kepler-167 e","Kepler-167",2,4,1071.23193460,1.881000,,0.77,"2014-11-21"
"Kepler-167 e","Kepler-167",2,4,1071.23262400,1.860000,,0.78,"2017-05-08"
"Kepler-167 e","Kepler-167",2,4,1071.23262400,,,0.78,"2018-09-25"
"Kepler-167 e","Kepler-167",2,4,1071.23205000,1.883000,1.01000,0.78,"2022-07-18"
"Kepler-1451 b","Kepler-1451",1,1,35.62219812,,,0.98,"2016-07-26"
"Kepler-1455 b","Kepler-1455",1,1,49.27655660,,,0.57,"2016-07-26"
"Kepler-1294 b","Kepler-1294",1,1,115.68617839,,,1.03,"2016-07-26"
"Kepler-366 c","Kepler-366",1,2,12.51613908,,,1.09,"2016-07-26"
"Kepler-395 c","Kepler-395",1,2,34.98953599,,,0.62,"2016-07-26"
"Kepler-191 b","Kepler-191",1,3,9.93970078,,,0.87,"2016-07-26"
"Kepler-306 d","Kepler-306",1,4,17.32673524,,,0.81,"2016-07-26"
"Kepler-310 d","Kepler-310",1,3,92.87532175,,,0.96,"2016-07-26"
"Kepler-1541 b","Kepler-1541",1,1,8.40688262,,,0.91,"2016-07-26"
"Kepler-371 c","Kepler-371",1,2,67.96821443,,,1.04,"2016-07-26"
"Kepler-319 b","Kepler-319",1,3,4.36274395,,,0.99,"2016-07-26"
"Kepler-204 c","Kepler-204",1,2,25.66180924,,,1.04,"2016-07-26"
"Kepler-1192 b","Kepler-1192",1,1,25.20299395,,,0.97,"2016-07-26"
"Kepler-1333 b","Kepler-1333",1,1,109.64627833,,,0.96,"2016-07-26"
"Kepler-130 d","Kepler-130",2,3,87.51743610,0.377500,,0.93,"2015-08-25"
"Kepler-1568 b","Kepler-1568",1,1,20.92498853,,,1.09,"2016-07-26"
"Kepler-130 d","Kepler-130",2,3,87.51743610,0.377500,,0.93,"2014-11-21"
"Kepler-131 c","Kepler-131",1,2,25.51704000,0.171000,,1.02,"2013-10-28"
"Kepler-221 d","Kepler-221",1,4,10.04157503,,,0.91,"2016-07-26"
"Kepler-1218 b","Kepler-1218",1,1,22.92213644,,,1.06,"2016-07-26"
"Kepler-92 c","Kepler-92",1,3,26.72320599,0.186000,,1.21,"2014-11-18"
"Kepler-92 d","Kepler-92",1,3,49.35705650,,,1.07,"2016-07-26"
"Kepler-406 c","Kepler-406",1,2,4.62333557,0.055400,,1.06,"2014-11-21"
"Kepler-406 c","Kepler-406",1,2,4.62332000,,0.00900,1.07,"2014-05-14"
"Kepler-220 d","Kepler-220",1,4,28.12254795,,,0.70,"2019-04-16"
"Kepler-220 e","Kepler-220",1,4,45.90273300,0.226000,,,"2014-05-14"
"Kepler-220 e","Kepler-220",1,4,45.90297680,,,0.70,"2018-09-25"
"Kepler-444 b","Kepler-444",3,5,3.60011712,,,0.84,"2018-09-25"
"Kepler-444 d","Kepler-444",3,5,6.18900000,,0.00063,0.70,"2018-06-26"
"Kepler-444 d","Kepler-444",3,5,6.18939200,0.060000,,0.76,"2015-01-29"
"Kepler-444 e","Kepler-444",3,5,7.74347614,0.065300,,0.62,"2014-11-21"
"Kepler-10 c","Kepler-10",1,3,45.29431717,0.239700,,0.90,"2014-11-21"
"Kepler-1710 b","Kepler-1710",1,1,14.91095504,,,0.98,"2016-07-26"
"Kepler-19 b","Kepler-19",1,3,9.28696883,0.083577,0.02328,0.90,"2024-02-21"
"Kepler-454 b","Kepler-454",2,3,,,,,"2018-09-04"
"Kepler-454 b","Kepler-454",2,3,10.57375703,,,1.06,"2018-04-25"
"KOI-351 e","KOI-351",1,8,91.93984249,,,1.12,"2019-04-16"
"KOI-351 e","KOI-351",1,8,91.93913000,0.420000,,1.20,"2014-05-14"
"KOI-351 b","KOI-351",1,8,7.00828076,0.070900,,0.97,"2014-11-21"
"KOI-351 b","KOI-351",1,8,7.00821787,0.073800,,1.09,"2017-05-08"
"KOI-351 b","KOI-351",1,8,7.00828076,0.074164,,1.11,"2024-02-21"
"Kepler-109 b","Kepler-109",1,2,6.48162710,,,1.09,"2016-07-26"
"Kepler-62 d","Kepler-62",1,5,18.16407876,,,0.72,"2016-05-06"
"Kepler-62 d","Kepler-62",1,5,18.16407304,0.121200,,0.73,"2017-05-08"
"KOI-142 b","KOI-142",1,3,10.95416000,,0.02700,0.96,"2020-05-28"
"Kepler-220 c","Kepler-220",1,4,,,,0.72,"2016-02-10"
"Kepler-48 b","Kepler-48",1,5,4.77800403,,,0.87,"2016-10-26"
"Kepler-48 b","Kepler-48",1,5,4.77800403,0.054700,,0.95,"2015-08-25"
"Kepler-48 b","Kepler-48",1,5,4.77800403,0.053918,0.02079,0.92,"2024-02-21"
"Kepler-538 b","Kepler-538",2,1,81.73780699,0.353000,,0.88,"2014-11-18"
"Kepler-538 b","Kepler-538",2,1,81.73747000,0.349000,,0.85,"2013-10-28"
"Kepler-197 c","Kepler-197",2,4,10.34973276,,,1.09,"2018-09-25"
"Kepler-197 c","Kepler-197",2,4,10.34971385,0.090500,,0.92,"2015-08-25"
"Kepler-11 c","Kepler-11",1,6,,,,,"2018-09-04"
"Kepler-62 b","Kepler-62",1,5,5.71489072,,,0.72,"2016-05-06"
"Kepler-334 c","Kepler-334",1,3,12.75800092,,,1.07,"2018-09-25"
"Kepler-102 c","Kepler-102",1,5,7.07136076,0.067016,,0.80,"2024-02-21"
"Kepler-561 c","Kepler-561",1,2,5.35016878,,,0.94,"2016-07-26"
"Kepler-257 b","Kepler-257",1,3,2.38265264,,,0.82,"2016-07-26"
"Kepler-122 c","Kepler-122",1,5,12.46600439,,,1.11,"2016-07-26"
"Kepler-143 c","Kepler-143",1,2,27.08245399,,,1.05,"2016-07-26"
"Kepler-537 b","Kepler-537",1,1,3.24755470,,,1.01,"2016-07-26"
"Kepler-461 b","Kepler-461",1,1,8.31378877,,,1.05,"2016-07-26"
"Kepler-186 c","Kepler-186",1,5,7.26730023,,,0.54,"2016-07-26"
"Kepler-250 c","Kepler-250",1,3,7.15682722,,,0.83,"2016-07-26"
"Kepler-572 b","Kepler-572",1,1,17.20522842,,,0.86,"2016-07-26"
"Kepler-681 b","Kepler-681",1,1,26.39442424,,,0.81,"2016-07-26"
"Kepler-189 c","Kepler-189",1,2,20.13486027,,,0.85,"2016-07-26"
"Kepler-116 b","Kepler-116",1,2,5.96870839,,,1.23,"2016-07-26"
"Kepler-184 d","Kepler-184",1,3,29.02231937,,,0.95,"2016-07-26"
"Kepler-476 b","Kepler-476",1,1,14.00639511,,,,"2016-07-26"
"Kepler-215 d","Kepler-215",1,4,30.86430741,,,1.01,"2016-07-26"
"Kepler-574 b","Kepler-574",1,1,7.65878097,,,0.94,"2016-07-26"
"Kepler-44 b","Kepler-44",1,1,3.24673248,,,1.03,"2016-07-26"
"Kepler-586 b","Kepler-586",1,1,2.10472182,,,0.90,"2016-07-26"
"Kepler-831 b","Kepler-831",1,1,5.62154483,,,1.03,"2016-07-26"
"Kepler-829 b","Kepler-829",1,1,6.88338570,,,0.98,"2016-07-26"
"Kepler-244 c","Kepler-244",1,3,9.76732448,,,0.95,"2016-07-26"
"Kepler-254 d","Kepler-254",1,3,18.74624150,,,0.99,"2016-07-26"
"Kepler-337 c","Kepler-337",1,2,9.69311847,,,1.01,"2016-07-26"
"Kepler-989 b","Kepler-989",1,1,7.96432425,,,0.82,"2016-07-26"
"Kepler-1111 b","Kepler-1111",1,1,8.79638238,,,1.04,"2016-07-26"
"Kepler-293 b","Kepler-293",1,2,19.25406930,,,0.94,"2016-07-26"
"Kepler-887 b","Kepler-887",1,2,20.42200166,,,1.27,"2016-07-26"
"Kepler-339 b","Kepler-339",1,3,4.97759711,,,0.96,"2016-07-26"
"Kepler-312 c","Kepler-312",1,2,19.74735262,,,1.17,"2016-07-26"
"Kepler-869 b","Kepler-869",1,1,40.42883422,,,0.98,"2016-07-26"
"Kepler-966 b","Kepler-966",1,1,99.74707382,,,0.99,"2016-07-26"
"Kepler-941 b","Kepler-941",1,1,17.42396691,,,0.91,"2016-07-26"
"Kepler-1114 b","Kepler-1114",1,1,14.97435448,,,0.94,"2016-07-26"
"Kepler-772 b","Kepler-772",1,1,12.99202622,,,0.98,"2016-07-26"
"Kepler-304 b","Kepler-304",1,4,3.29570324,,,0.75,"2016-07-26"
"Kepler-1068 b","Kepler-1068",1,1,16.92339149,,,1.00,"2016-07-26"
"Kepler-967 b","Kepler-967",1,2,13.22711406,,,,"2016-07-26"
"Kepler-817 b","Kepler-817",1,1,3.99010399,,,0.99,"2016-07-26"
"Kepler-227 c","Kepler-227",1,2,54.41831246,,,0.97,"2016-07-26"
"Kepler-993 b","Kepler-993",1,1,22.08555894,,,0.57,"2016-07-26"
"Kepler-1177 b","Kepler-1177",1,1,106.24827038,,,1.00,"2016-07-26"
"Kepler-800 b","Kepler-800",1,1,14.13173322,,,0.91,"2016-07-26"
"KOI-1257 b","KOI-1257",2,1,86.64766384,,,,"2016-07-26"
"Kepler-326 c","Kepler-326",1,3,4.58033354,,,0.88,"2016-07-26"
"Kepler-218 d","Kepler-218",1,3,124.52469816,,,0.97,"2016-07-26"
"Kepler-979 b","Kepler-979",1,1,8.08801581,,,0.88,"2016-07-26"
"Kepler-167 c","Kepler-167",2,4,7.40610775,,,0.80,"2016-05-06"
"Kepler-167 c","Kepler-167",2,4,7.40610054,,,0.78,"2016-07-26"
"Kepler-167 c","Kepler-167",2,4,7.40610500,0.066000,,0.71,"2013-10-28"
"Kepler-167 c","Kepler-167",2,4,7.40610775,0.068300,,0.77,"2014-11-18"
"Kepler-167 c","Kepler-167",2,4,7.40610775,0.068300,,0.77,"2014-11-21"
"Kepler-167 c","Kepler-167",2,4,7.40611676,0.067500,,0.78,"2017-05-08"
"Kepler-167 c","Kepler-167",2,4,7.40611676,,,0.78,"2018-09-25"
"Kepler-167 c","Kepler-167",2,4,7.40610600,0.068400,,0.78,"2022-07-18"
"Kepler-167 d","Kepler-167",2,4,21.80385500,0.140500,,0.77,"2016-03-09"
"Kepler-167 d","Kepler-167",2,4,,,,,"2018-09-04"
"Kepler-167 d","Kepler-167",2,4,21.80410231,,,0.78,"2016-07-26"
"Kepler-167 d","Kepler-167",2,4,21.80353249,,,0.78,"2019-04-16"
"Kepler-167 d","Kepler-167",2,4,21.80370800,0.138700,,0.78,"2017-05-08"
"Kepler-167 d","Kepler-167",2,4,21.80428000,0.137000,,0.71,"2013-10-28"
"Kepler-167 d","Kepler-167",2,4,21.80387630,0.140200,,0.77,"2014-11-18"
"Kepler-167 d","Kepler-167",2,4,21.80387630,0.140200,,0.77,"2014-11-21"
"Kepler-167 d","Kepler-167",2,4,21.80387630,0.140200,,0.77,"2015-08-25"
"Kepler-167 b","Kepler-167",2,4,4.39316320,0.048300,,0.77,"2016-03-09"
"Kepler-167 b","Kepler-167",2,4,4.39314700,0.048000,,,"2016-03-09"
"Kepler-167 b","Kepler-167",2,4,,,,,"2018-09-04"
"HD 134987 b","HD 134987",1,2,258.19000000,0.810000,1.59000,1.10,"2019-01-28"
"NGC 2682 Sand 978 b","NGC 2682 Sand 978",1,1,511.21000000,,2.18000,1.37,"2017-03-29"
"GJ 3293 c","GJ 3293",1,4,122.61960000,0.361750,0.06636,0.42,"2017-03-29"
"K2-172 b","K2-172",1,2,14.31700100,,,,"2015-12-05"
"K2-63 c","K2-63",1,2,25.45781500,,,,"2015-12-05"
"K2-73 b","K2-73",1,1,7.49566130,,,,"2015-12-05"
"K2-39 b","K2-39",1,1,4.60498290,,,,"2015-12-05"
"K2-172 c","K2-172",1,2,29.62600000,,,0.98,"2016-06-09"
"Kepler-177 c","Kepler-177",1,2,49.41117582,,,1.00,"2020-05-01"
"K2-39 b","K2-39",1,1,4.60543000,0.062000,0.15826,1.53,"2018-04-25"
"K2-63 b","K2-63",1,2,20.25700000,0.162700,,1.40,"2016-07-14"
"K2-73 b","K2-73",1,1,7.49543000,0.076190,,1.05,"2016-07-14"
"K2-39 b","K2-39",1,1,4.60497000,0.057080,,1.17,"2018-04-25"
"Kepler-177 b","Kepler-177",1,2,36.85698791,,,1.04,"2020-05-04"
"HD 42012 b","HD 42012",1,1,857.50000000,1.670000,1.60000,0.83,"2017-03-02"
"Wolf 1061 c","Wolf 1061",1,3,17.87190000,0.089000,0.01073,0.29,"2017-03-29"
"GJ 3138 b","GJ 3138",1,3,1.22003000,0.019700,0.00560,0.68,"2017-03-29"
"GJ 273 c","GJ 273",1,2,4.72340000,0.036467,0.00371,0.29,"2017-03-29"
"GJ 3293 d","GJ 3293",1,4,48.13450000,0.193940,0.02391,0.42,"2017-03-29"
"GJ 3293 e","GJ 3293",1,4,13.25430000,0.082080,0.01032,0.42,"2017-03-29"
"Kepler-42 c","Kepler-42",1,3,0.45328731,,,0.14,"2017-05-28"
"HD 177565 b","HD 177565",1,1,44.50500000,0.246000,0.04751,1.00,"2017-06-13"
"MXB 1658-298 b","MXB 1658-298",2,1,760.00000000,1.613000,23.70000,,"2017-07-26"
"MOA-2008-BLG-310L b","MOA-2008-BLG-310L",1,1,,1.100000,0.07360,0.21,"2019-12-05"
"tau Cet g","tau Cet",1,4,20.00000000,0.133000,0.00551,0.78,"2017-08-14"
"tau Cet h","tau Cet",1,4,49.41000000,0.243000,0.00576,0.78,"2017-08-14"
"Kepler-1230 b","Kepler-1230",1,1,9.95663424,,,1.05,"2016-07-26"
"Kepler-151 c","Kepler-151",1,2,24.67477116,,,0.91,"2016-07-26"
"Kepler-167 b","Kepler-167",2,4,4.39316278,,,0.78,"2019-04-16"
"Kepler-231 b","Kepler-231",1,2,10.06523212,,,0.64,"2016-07-26"
"Kepler-1535 b","Kepler-1535",1,1,138.94427970,,,1.06,"2016-07-26"
"Kepler-737 b","Kepler-737",1,1,28.59908593,,,0.52,"2016-07-26"
"Kepler-599 b","Kepler-599",1,1,15.65566138,,,0.83,"2016-07-26"
"Kepler-655 b","Kepler-655",1,1,46.40629893,,,1.22,"2016-07-26"
"Kepler-701 b","Kepler-701",1,1,10.35530672,,,0.90,"2016-07-26"
"Kepler-659 b","Kepler-659",1,1,17.67178716,,,0.77,"2016-07-26"
"Kepler-110 c","Kepler-110",1,2,31.71989182,,,1.12,"2016-07-26"
"Kepler-1155 b","Kepler-1155",1,1,33.46972336,,,,"2016-07-26"
"Kepler-834 b","Kepler-834",1,1,13.32381364,,,0.69,"2016-07-26"
"Kepler-153 c","Kepler-153",1,2,46.90273122,,,0.91,"2016-07-26"
"Kepler-351 c","Kepler-351",1,3,57.24887069,,,0.91,"2016-07-26"
"Kepler-183 b","Kepler-183",1,2,5.68799383,,,1.01,"2016-07-26"
"Kepler-1511 b","Kepler-1511",1,1,23.23801825,,,1.41,"2016-07-26"
"Kepler-320 c","Kepler-320",1,2,17.93457936,,,1.12,"2016-07-26"
"Kepler-343 c","Kepler-343",1,2,23.22163264,,,1.03,"2016-07-26"
"HD 133131 A c","HD 133131 A",2,3,3568.00000000,4.490000,0.42000,0.95,"2016-09-06"
"HD 133131 B b","HD 133131 B",2,3,5769.00000000,6.150000,2.50000,0.93,"2016-09-06"
"HD 45652 b","HD 45652",1,1,43.60000000,0.230000,0.47000,0.83,"2018-09-25"
"HD 60532 b","HD 60532",1,2,201.90000000,0.770000,1.06000,1.50,"2016-09-06"
"Kepler-220 b","Kepler-220",1,4,4.15981712,0.045600,,0.73,"2014-11-21"
"HD 152079 b","HD 152079",1,1,2899.00000000,3.980000,2.18000,1.10,"2019-06-24"
"HD 154672 b","HD 154672",1,1,163.96700000,0.590000,4.73000,1.08,"2018-04-25"
"HD 48265 b","HD 48265",1,1,780.30000000,1.810000,1.47000,1.28,"2019-06-24"
"HD 9174 b","HD 9174",1,1,1179.00000000,2.200000,1.11000,1.03,"2016-11-09"
"HD 147873 c","HD 147873",2,2,491.54000000,1.360000,2.30000,1.38,"2016-11-09"
"OGLE-2017-BLG-0482L b","OGLE-2017-BLG-0482L",1,1,,1.800000,0.02800,0.20,"2019-12-05"
"Kepler-279 c","Kepler-279",1,3,35.73500000,,0.02328,1.20,"2018-06-26"
"OGLE-2014-BLG-1722L b","OGLE-2014-BLG-1722L",1,2,,,,,"2019-12-05"
"Kepler-1037 b","Kepler-1037",1,1,,,,,"2018-09-04"
"Kepler-1049 b","Kepler-1049",1,1,,,,,"2018-09-04"
"Kepler-338 b","Kepler-338",1,4,13.72700000,,0.09600,1.14,"2014-05-28"
"Kepler-10 b","Kepler-10",1,3,0.83749100,0.017200,0.01450,0.91,"2015-10-07"
"Kepler-220 d","Kepler-220",1,4,,,,0.72,"2016-02-10"
"Kepler-129 b","Kepler-129",1,3,15.79193725,,,1.07,"2016-05-06"
"Kepler-139 b","Kepler-139",1,4,15.77111583,,,1.05,"2016-05-06"
"Kepler-139 c","Kepler-139",1,4,157.06472571,,,0.98,"2016-07-26"
"Kepler-11 d","Kepler-11",1,6,22.68714251,,,1.05,"2016-07-26"
"Kepler-113 c","Kepler-113",1,2,8.92507440,,,0.75,"2016-07-26"
"Kepler-20 f","Kepler-20",2,6,19.57778827,,,0.96,"2017-03-28"
"Kepler-62 e","Kepler-62",1,5,122.38718812,,,0.79,"2016-07-26"
"Kepler-19 c","Kepler-19",1,3,28.73100000,,0.04122,0.94,"2017-04-11"
"Kepler-10 c","Kepler-10",1,3,45.29460000,,0.02319,1.02,"2020-02-10"
"Kepler-56 b","Kepler-56",1,3,10.50100000,,0.10068,1.40,"2018-06-26"
"KOI-142 b","KOI-142",1,3,10.91638600,0.098000,,1.06,"2013-10-28"
"Kepler-56 c","Kepler-56",1,3,21.40505000,0.167000,,1.36,"2013-10-28"
"Kepler-403 b","Kepler-403",1,3,7.03146200,0.076000,,,"2014-05-14"
"Kepler-334 d","Kepler-334",1,3,25.09849000,0.168000,,,"2014-05-14"
"Kepler-139 b","Kepler-139",1,4,15.77104400,0.127000,,,"2014-05-14"
"Kepler-197 e","Kepler-197",2,4,25.20971500,0.164000,,,"2014-05-14"
"Kepler-106 b","Kepler-106",1,4,6.16486000,,0.01668,1.00,"2016-10-12"
"Kepler-102 b","Kepler-102",1,5,5.28696000,,0.01353,0.80,"2016-10-12"
"Kepler-96 b","Kepler-96",1,1,16.23850000,,0.02700,1.00,"2014-05-14"
"Kepler-37 d","Kepler-37",1,4,39.79226220,0.210900,0.00629,0.79,"2023-04-17"
"Kepler-109 b","Kepler-109",1,2,6.48163070,0.070100,0.01542,1.09,"2023-04-17"
"Kepler-100 e","Kepler-100",1,4,60.88858800,0.312392,0.07596,1.10,"2024-02-16"
"Kepler-20 d","Kepler-20",2,6,77.61159870,0.349066,0.04074,0.94,"2024-02-21"
"Kepler-102 d","Kepler-102",1,5,10.31173752,0.086179,0.01428,0.80,"2024-02-21"
"Kepler-454 b","Kepler-454",2,3,10.57376900,0.098000,,1.12,"2013-10-28"
"Kepler-36 c","Kepler-36",1,2,16.23068500,0.129000,,1.09,"2013-10-28"
"Kepler-131 b","Kepler-131",1,2,16.09194100,0.126000,,1.02,"2013-10-28"
"Kepler-99 b","Kepler-99",2,1,4.60356130,0.050000,,0.79,"2013-10-28"
"Kepler-103 c","Kepler-103",1,2,179.60766020,0.642500,,1.09,"2014-11-18"
"Kepler-100 c","Kepler-100",1,4,12.81588378,0.110000,,1.08,"2014-11-21"
"Kepler-444 b","Kepler-444",3,5,3.60010616,0.039200,,0.62,"2014-11-18"
"Kepler-109 c","Kepler-109",1,2,21.22258525,0.152100,,1.04,"2014-11-21"
"Kepler-510 b","Kepler-510",1,1,19.55659418,0.137100,,0.88,"2014-11-21"
"KOI-351 d","KOI-351",1,8,59.73703480,0.309468,,1.11,"2024-02-21"
"Kepler-145 b","Kepler-145",1,2,22.95068896,0.172939,,1.31,"2024-02-21"
"Kepler-197 c","Kepler-197",2,4,10.34971385,0.088285,,0.86,"2024-02-21"
"Kepler-220 e","Kepler-220",1,4,45.90275660,0.225809,,0.73,"2024-02-21"
"Kepler-20 c","Kepler-20",2,6,10.85410020,,,0.96,"2017-03-28"
"Kepler-48 e","Kepler-48",1,5,998.11617500,1.898275,2.16257,0.92,"2024-02-16"
"Kepler-128 b","Kepler-128",1,2,15.08967332,,,1.14,"2019-08-23"
"Kepler-411 e","Kepler-411",2,4,31.50972800,0.186000,0.03398,0.87,"2019-07-03"
"Kepler-129 d","Kepler-129",1,3,1935.57132400,3.261131,6.33846,1.24,"2024-02-16"
"Kepler-56 c","Kepler-56",1,3,21.40239000,0.165200,0.57000,1.32,"2014-05-14"
"Kepler-94 b","Kepler-94",1,2,2.50805735,0.033746,0.03460,0.81,"2024-02-21"
"Kepler-130 b","Kepler-130",2,3,8.45746707,0.079500,,0.93,"2014-11-21"
"Kepler-62 e","Kepler-62",1,5,122.38740000,0.427000,0.11300,0.69,"2014-05-14"
"Kepler-20 e","Kepler-20",2,6,6.09848823,,,0.96,"2019-04-16"
"Kepler-50 b","Kepler-50",1,2,7.81285840,0.080826,0.01266,1.15,"2024-02-21"
"Kepler-408 b","Kepler-408",1,1,2.46502000,,0.01573,1.08,"2016-10-12"
"Kepler-408 b","Kepler-408",1,1,2.46502433,,,1.14,"2018-09-25"
"Kepler-11 d","Kepler-11",1,6,22.68450000,0.155000,0.02300,0.96,"2014-05-14"
"Kepler-11 d","Kepler-11",1,6,22.68714105,0.156106,0.02628,0.99,"2024-02-21"
"Kepler-20 d","Kepler-20",2,6,77.61153000,0.344000,,0.90,"2013-10-28"
"Kepler-338 b","Kepler-338",1,4,13.72697600,0.117000,,,"2014-05-14"
"Kepler-25 c","Kepler-25",2,3,12.72037491,,,1.20,"2019-06-07"
"Kepler-411 c","Kepler-411",2,4,7.83443068,,,0.79,"2019-07-03"
"Kepler-104 b","Kepler-104",2,3,11.42754338,,,1.08,"2016-07-26"
"Kepler-104 b","Kepler-104",2,3,11.42754800,0.094000,,,"2014-05-14"
"Kepler-48 d","Kepler-48",1,5,42.89605505,0.236500,,0.95,"2014-11-21"
"Kepler-103 c","Kepler-103",1,2,179.61330000,,,1.07,"2015-05-21"
"Kepler-106 b","Kepler-106",1,4,6.16491696,,,1.05,"2016-05-06"
"Kepler-104 d","Kepler-104",2,3,51.75530504,0.263800,,0.91,"2017-05-08"
"Kepler-100 d","Kepler-100",1,4,35.33358967,,,1.06,"2019-04-16"
"Kepler-102 f","Kepler-102",1,5,27.45360000,,0.01636,0.80,"2016-10-12"
"Kepler-102 c","Kepler-102",1,5,7.07145665,,,0.78,"2016-07-26"
"Kepler-102 c","Kepler-102",1,5,7.07134000,0.067000,,0.80,"2013-10-28"
"Kepler-37 c","Kepler-37",1,4,21.30199109,,,0.83,"2016-10-26"
"Kepler-37 c","Kepler-37",1,4,21.30181863,,,0.94,"2018-09-25"
"Kepler-37 e","Kepler-37",1,4,50.25000000,0.250000,0.02549,0.79,"2024-02-21"
"Kepler-50 c","Kepler-50",1,2,9.37613680,,0.02580,1.23,"2021-09-22"
"Kepler-235 e","Kepler-235",1,4,46.18406000,0.201200,,0.51,"2017-11-16"
"HD 76920 b","HD 76920",1,1,415.40000000,1.149000,3.93000,1.17,"2017-11-28"
"GJ 3942 b","GJ 3942",1,1,6.90500000,0.060800,0.02246,0.63,"2017-12-19"
"Kepler-128 c","Kepler-128",1,2,22.80100000,,0.11600,1.18,"2019-08-23"
